MAPS_test_genome	MAPS_test_type	MAPS_test_start	MAPS_test_end	MAPS_test_strand	MAPS_test_p_value	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_pint_spi_1_padj	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_log2foldchange	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_pvalue	MAPS_test_ms2_pint_spi_1_vs_ms2_spi_1_padj	id_lower	SPI1_Pulse_Tidy_logFC	SPI1_Pulse_Tidy_p_value	SPI1_Pulse_Tidy_FDR	gene
NC_016810.1	CDS	4566657	4568303	-	0.088092127	1.85	NA	0.1213116	-1.39	0.184494145	0.485128334	fumb	0.100098767	0.707411816	0.980552058	fumB
NC_016810.1	CDS	3947993	3948709	-	0.033574449	1.85	NA	0.053307786	2.68	0.00243224	0.043178667	rph	-0.840272806	6.45196e-4	0.022822236	rph
NC_016810.1	CDS	815375	816667	+	0.063446739	1.85	NA	0.091860287	-2.3	0.020351224	0.144363153	tolb	0.181872553	0.316535398	0.888625304	tolB
NC_016810.1	CDS	3030679	3031539	+	0.182924141	1.85	NA	0.226117	-1.15	0.389185025	0.674920869	sitc	NA	NA	NA	sitC
NC_016810.1	CDS	2299247	2300296	+	0.156794786	1.85	NA	0.198589437	-2.32	0.045826868	0.231813615	yeih	NA	NA	NA	yeiH
NC_016810.1	CDS	2317871	2319460	+	0.046652547	1.85	NA	0.070890494	0.9	0.333674295	0.631096049	yejf	NA	NA	NA	yejF
NC_016810.1	CDS	3933080	3933634	-	0.035381101	1.85	NA	0.055783522	-1.11	0.200317666	0.501222561	rfay	NA	NA	NA	rfaY
NC_016810.1	CDS	4097745	4099286	-	0.054929832	1.85	NA	0.081161961	1.94	0.04389824	0.226404839	atpa	0.237754285	0.196171016	0.817303724	atpA
NC_016810.1	CDS	4824115	4824654	-	0.0356898	1.85	NA	0.056162247	-1.67	0.048483117	0.23908414	dnat	0.088201636	0.719462341	0.980552058	dnaT
NC_016810.1	CDS	1962086	1963957	+	0.095396724	1.85	NA	0.129766015	-2.4	0.018844299	0.138478912	sl1344_1845	NA	NA	NA	SL1344_1845
NC_016810.1	CDS	3459436	3459753	+	0.124840528	1.85	NA	0.163671739	-1.53	0.167237022	0.463890194	sl1344_3244	NA	NA	NA	SL1344_3244
NC_016810.1	CDS	1325546	1326541	-	0.048984299	1.84	NA	0.073701148	-0.99	0.289055158	0.593720365	gapa	0.386406034	0.044429	0.494752566	gapA
NC_016810.1	sRNA	161417	161558	+	0.156527687	1.84	NA	0.198381303	-2.1	0.080830056	0.322841656	stnc40	NA	NA	NA	STnc40
NC_016810.1	CDS	241265	242065	-	0.053225546	1.84	NA	0.079197365	1.11	0.241618217	0.546232068	btuf	NA	NA	NA	btuF
NC_016810.1	CDS	976263	978209	+	0.063725435	1.84	NA	0.092160241	-0.57	0.563911441	0.801547952	ybjz	-0.106958705	0.619952384	0.97404575	ybjZ
NC_016810.1	sRNA	1224246	1224318	+	0.034786196	1.84	NA	0.055009026	-2.45	0.004191083	0.057936574	stnc840	-0.746102867	0.002846823	0.082833365	STnc840
NC_016810.1	CDS	3112723	3114342	-	0.103145391	1.84	NA	0.138654459	-1.49	0.164663436	0.459776301	cysj	0.010933011	0.96287316	0.991822998	cysJ
NC_016810.1	CDS	1036072	1036776	+	0.069726665	1.84	NA	0.099751707	-2.25	0.023397909	0.156066044	muke	-0.22033441	0.399471361	0.935404044	mukE
NC_016810.1	CDS	978339	978560	-	0.064798916	1.84	NA	0.093503144	-0.86	0.387268155	0.674325652	cspd	0.054701705	0.757707721	0.980552058	cspD
NC_016810.1	CDS	473085	474059	-	0.093130528	1.84	NA	0.127188925	-0.58	0.594034073	0.816983283	sl1344_0415	NA	NA	NA	SL1344_0415
NC_016810.1	CDS	3793792	3794637	-	0.151718052	1.84	NA	0.192917798	-0.53	0.666619862	0.85943271	sl1344_3565	NA	NA	NA	SL1344_3565
NC_016810.1	CDS	2501479	2502234	-	0.049343246	1.84	NA	0.074191712	-1.33	0.14149922	0.426140062	vacj	0.037816805	0.869185192	0.988871448	vacJ
NC_016810.1	sRNA	1883981	1884041	-	0.356257199	1.84	NA	NA	0.52	0.789470988	NA	styr-291	NA	NA	NA	StyR-291
NC_016810.1	CDS	4603430	4603825	-	0.059016332	1.83	NA	0.086304687	-1.34	0.150826541	0.440736666	frdc	NA	NA	NA	frdC
NC_016810.1	CDS	220920	223442	+	0.047078338	1.83	NA	0.07141719	1.14	0.215597073	0.519702432	mrcb	0.112610221	0.569862361	0.962120616	mrcB
NC_016810.1	CDS	3851635	3853968	-	0.040890206	1.83	NA	0.062983207	0	0.997393325	0.999555735	bisc	-0.175892399	0.490489461	0.951670844	bisC
NC_016810.1	CDS	2005226	2006713	-	0.043023641	1.83	NA	0.065909178	0.07	0.935004571	0.976280467	flic	0.140727608	0.51235458	0.957964143	fliC
NC_016810.1	CDS	4067479	4067736	+	0.182902425	1.83	NA	0.226117	-1.36	0.28055873	NA	sl1344_3808	NA	NA	NA	SL1344_3808
NC_016810.1	CDS	1853698	1853952	-	0.135761196	1.83	NA	0.175640561	-1.09	0.370845263	0.661591435	sl1344_1725	NA	NA	NA	SL1344_1725
NC_016810.1	CDS	3507283	3507570	+	0.072307425	1.83	NA	0.102710704	-2.59	0.010840725	0.099770165	sl1344_3293	0.29271623	0.192879671	0.807320013	SL1344_3293
NC_016810.1	CDS	1061156	1061314	-	0.307034249	1.83	NA	0.353968422	-1.61	0.326040407	NA	sl1344_0948	NA	NA	NA	SL1344_0948
NC_016810.1	CDS	173384	174757	-	0.043713533	1.83	NA	0.066899052	-0.77	0.383782409	0.671768586	arop	NA	NA	NA	aroP
NC_016810.1	CDS	2346149	2346706	-	0.175225343	1.83	NA	0.218124841	0.52	0.690780248	NA	ccmg2	NA	NA	NA	ccmG2
NC_016810.1	CDS	143482	144969	+	0.041198456	1.83	NA	0.063424104	0.63	0.477851696	0.740728681	mure	-0.18677785	0.336686304	0.899157284	murE
NC_016810.1	CDS	503571	504842	+	0.047523621	1.83	NA	0.071947476	-2.33	0.011294145	0.101316892	clpx	0.404695721	0.015986757	0.277308743	clpX
NC_016810.1	CDS	872144	872596	+	0.083731023	1.82	NA	0.116228659	2.85	0.008208112	0.085715049	moae	NA	NA	NA	moaE
NC_017720.1	CDS	71034	71585	-	0.089426067	1.82	NA	0.122811072	-0.22	0.834142599	0.938167051	sl1344_p1_0075	NA	NA	NA	SL1344_P1_0075
NC_016810.1	CDS	4627031	4628290	+	0.057730327	1.82	NA	0.08471247	-0.37	0.700676151	0.879517054	hflk	0.049331883	0.805935828	0.980552058	hflK
NC_016810.1	sRNA	4467936	4467989	-	0.2703012	1.82	NA	0.317050302	-2.68	0.061094733	NA	stnc810	NA	NA	NA	STnc810
NC_016810.1	CDS	1813734	1815269	-	0.171383291	1.82	NA	0.214090698	-0.83	0.500846829	NA	narh	NA	NA	NA	narH
NC_016810.1	CDS	4171659	4172021	+	0.410726449	1.82	NA	NA	0.83	0.707463897	NA	sl1344_3897	NA	NA	NA	SL1344_3897
NC_016810.1	CDS	3215876	3216274	-	0.048921959	1.82	NA	0.07363026	0.01	0.994260581	0.998399212	sl1344_3011	-0.177519739	0.483155111	0.951670844	SL1344_3011
NC_016810.1	CDS	3348632	3349087	+	0.162066611	1.82	NA	0.204424672	-0.48	0.694415962	NA	sl1344_3141	NA	NA	NA	SL1344_3141
NC_016810.1	sRNA	1553671	1553725	-	0.284717936	1.81	NA	0.331460478	-2.25	0.132932903	NA	stnc2170	NA	NA	NA	STnc2170
NC_016810.1	CDS	2035137	2036333	+	0.10147037	1.81	NA	0.136851486	-1.6	0.125076767	0.40317835	omps1	NA	NA	NA	ompS1
NC_016810.1	CDS	4391344	4395567	+	0.048516453	1.81	NA	0.073143641	-0.27	0.772850069	0.91140294	rpoc	0.111682833	0.545329609	0.962120616	rpoC
NC_017720.1	CDS	69031	69687	-	0.268062507	1.81	NA	0.314751863	-1.33	0.376613288	NA	sl1344_p1_0073a	NA	NA	NA	SL1344_P1_0073A
NC_016810.1	CDS	4381184	4381357	-	0.369180181	1.81	NA	0.416198629	-1.74	0.363694481	NA	sl1344_4084	NA	NA	NA	SL1344_4084
NC_016810.1	CDS	513718	514536	+	0.059172144	1.81	NA	0.086504496	-2.2	0.018207475	0.135414087	sl1344_0451	NA	NA	NA	SL1344_0451
NC_016810.1	CDS	910608	913040	-	0.173049193	1.81	NA	0.21589263	0.28	0.828634757	NA	ybiw	NA	NA	NA	ybiW
NC_017719.1	CDS	1988	2827	-	0.034859895	1.81	NA	0.055106248	-0.95	0.261346016	0.567806836	repa	-0.188280134	0.306906913	0.878649863	repA
NC_016810.1	CDS	3456449	3457039	+	0.097850561	1.81	NA	0.132643832	-0.88	0.400890465	0.68535405	sl1344_3239	-0.126541876	0.543098927	0.962120616	SL1344_3239
NC_016810.1	CDS	1974745	1976760	-	0.044026055	1.81	NA	0.067295951	1.25	0.164215278	0.459285349	chea	-0.188828172	0.311195308	0.884831165	cheA
NC_016810.1	CDS	1353967	1356219	-	0.133507992	1.81	NA	0.173202349	0.17	0.886324602	0.958344445	kate	NA	NA	NA	katE
NC_016810.1	CDS	1718053	1720035	-	0.08664751	1.8	NA	0.119596104	1.03	0.32680499	0.624035916	sl1344_1599	NA	NA	NA	SL1344_1599
NC_016810.1	CDS	2131943	2133001	-	0.071421085	1.8	NA	0.101674584	-1.57	0.110952193	0.379329312	yeea	-0.755466565	0.001926759	0.060980219	yeeA
NC_016810.1	CDS	158693	161398	+	0.036706913	1.8	NA	0.057551947	-1.44	0.093157037	0.348946545	seca	-0.118893401	0.546532189	0.962120616	secA
NC_016810.1	CDS	3353326	3353808	+	0.199718717	1.8	NA	0.243408029	-2.24	0.075099052	0.308725294	sl1344_3144	NA	NA	NA	SL1344_3144
NC_016810.1	CDS	2789559	2790239	+	0.136457872	1.8	NA	0.176339543	-0.48	0.678908095	0.866441683	sl1344_2614	0.148857417	0.517452897	0.95898052600000006	SL1344_2614
NC_016810.1	CDS	3641242	3641805	-	0.100800767	1.8	NA	0.136009412	0.58	0.592136949	0.816983283	paba	NA	NA	NA	pabA
NC_016810.1	CDS	913046	913945	-	0.23308724	1.8	NA	0.277807467	3.24	0.045773417	NA	ybiy	NA	NA	NA	ybiY
NC_016810.1	CDS	4224634	4225620	+	0.027587702	1.8	NA	0.045055417	-0.41	0.611089317	0.826465223	sl1344_3944	-0.102546247	0.59914029	0.97404575	SL1344_3944
NC_016810.1	CDS	1430980	1431939	-	0.093877119	1.79	NA	0.128019885	-0.41	0.698622786	0.878127318	sl1344_1323	NA	NA	NA	SL1344_1323
NC_016810.1	CDS	3770894	3771943	+	0.093385762	1.79	NA	0.1274649	-1.1	0.292074142	0.595857099	sl1344_3547	NA	NA	NA	SL1344_3547
NC_016810.1	CDS	4261530	4261841	-	0.098223431	1.79	NA	0.133089281	-0.77	0.469747882	0.735248078	sl1344_3977	NA	NA	NA	SL1344_3977
NC_016810.1	CDS	231299	233956	+	0.103118507	1.79	NA	0.138638983	1.15	0.293738964	0.596856341	stfc	NA	NA	NA	stfC
NC_016810.1	CDS	1882446	1884047	+	0.129915952	1.79	NA	0.169219045	-0.78	0.498738003	0.756538209	sl1344_1756	NA	NA	NA	SL1344_1756
NC_016810.1	CDS	641046	643301	-	0.035311058	1.79	NA	0.055682822	0.7	0.413131948	0.691885714	fepa	NA	NA	NA	fepA
NC_016810.1	CDS	1476301	1476537	-	0.311686047	1.79	NA	0.358486618	-1.63	0.311064045	NA	sl1344_1375	NA	NA	NA	SL1344_1375
NC_016810.1	CDS	3579346	3581445	+	0.133307803	1.79	NA	0.173012429	-0.31	0.788613771	0.917714076	sl1344_3361	NA	NA	NA	SL1344_3361
NC_016810.1	sRNA	2808307	2808466	+	0.02556683	1.79	NA	0.042322042	-3.09	1.05275e-4	0.00660564	stnc2090	-0.089371994	0.717282265	0.980552058	STnc2090
NC_016810.1	CDS	2105475	2106248	-	0.047585917	1.79	NA	0.072017613	1.42	0.115296752	0.388310524	cbif	NA	NA	NA	cbiF
NC_016810.1	CDS	2190319	2191440	-	0.335509064	1.79	NA	0.382687375	-0.15	0.934210055	NA	gmd	NA	NA	NA	gmd
NC_016810.1	CDS	4028049	4028396	-	0.087163295	1.79	NA	0.120179291	-1.83	0.069265208	0.294564564	sl1344_3773	NA	NA	NA	SL1344_3773
NC_016810.1	CDS	4344141	4345244	-	0.045545018	1.78	NA	0.069324345	-0.36	0.678731749	0.866441683	glda	NA	NA	NA	gldA
NC_016810.1	CDS	1170638	1171492	+	0.057153202	1.78	NA	0.084029647	-1.04	0.264865264	0.571337073	phoh	0.149284289	0.481732219	0.951670844	phoH
NC_016810.1	CDS	3957500	3958189	+	0.059716451	1.78	NA	0.087215412	0.06	0.946718829	0.98088853	spou	-0.382159927	0.109100918	0.649844828	spoU
NC_016810.1	CDS	3724134	3725429	-	0.054182384	1.78	NA	0.080276791	-0.7	0.444769476	0.715628719	glgc	NA	NA	NA	glgC
NC_016810.1	CDS	1732438	1732944	+	0.028642826	1.78	NA	0.046509144	-1.05	0.196113595	0.49803199	tpx	-0.152248688	0.462746287	0.951670844	tpx
NC_017718.1	CDS	17495	18421	+	0.314599726	1.78	NA	0.361581234	0.13	0.939807233	NA	yccb	NA	NA	NA	yccB
NC_016810.1	CDS	4609814	4613116	-	0.094350747	1.78	NA	0.128556456	-0.43	0.682562713	0.86944261	yjep	0.156366653	0.468614097	0.951670844	yjeP
NC_016810.1	CDS	732647	733732	-	0.039201619	1.78	NA	0.060881303	-1.43	0.094958766	0.352509672	ybez	0.345237988	0.110701261	0.654281048	ybeZ
NC_016810.1	CDS	3701862	3702881	-	0.044383356	1.78	NA	0.067784942	0.06	0.943890691	0.979912183	rtca	NA	NA	NA	rtcA
NC_016810.1	CDS	680393	681856	-	0.243054154	1.78	NA	0.288315159	-0.65	0.653622583	NA	citt	NA	NA	NA	citT
NC_016810.1	CDS	1381903	1382094	-	0.185027071	1.78	NA	0.228247289	-1.66	0.188451371	0.490690199	sl1344_1280	NA	NA	NA	SL1344_1280
NC_016810.1	CDS	3557360	3561073	-	0.060886458	1.78	NA	0.088579976	0.03	0.975270543	0.990839621	sl1344_3341	-0.210966925	0.266315117	0.865346655	SL1344_3341
NC_016810.1	CDS	1610677	1611501	+	0.119920229	1.77	NA	0.158163542	0.88	0.434502041	0.707227396	sl1344_1502	NA	NA	NA	SL1344_1502
NC_016810.1	CDS	2653972	2655090	-	0.0746576	1.77	NA	0.105467745	-0.1	0.921949388	0.973596411	gcpe	0.179618173	0.477611232	0.951670844	gcpE
NC_016810.1	sRNA	109242	109324	-	0.385994113	1.77	NA	NA	0.33	0.86922238	NA	ruf_107c.2	NA	NA	NA	RUF_107c.2
NC_016810.1	sRNA	1832636	1832692	-	0.393133315	1.77	NA	NA	-1.14	0.570001671	NA	styr-293	NA	NA	NA	StyR-293
NC_016810.1	CDS	3527194	3527883	-	0.137991667	1.77	NA	0.17796466	-1.31	0.245823806	0.550939334	nane	NA	NA	NA	nanE
NC_016810.1	CDS	951857	952330	+	0.094556851	1.77	NA	0.128798368	-1.59	0.112759585	0.382441509	sl1344_0858	NA	NA	NA	SL1344_0858
NC_016810.1	CDS	1621277	1622821	+	0.189028877	1.77	NA	0.232484383	-2.04	0.126535563	0.405514921	nary	NA	NA	NA	narY
NC_016810.1	CDS	889717	889977	-	0.093996021	1.77	NA	0.128131194	-1.07	0.298107569	0.598878397	ybij	NA	NA	NA	ybiJ
NC_016810.1	CDS	4034674	4035231	-	0.140535579	1.77	NA	0.180780223	0.86	0.465074232	NA	ccmg1	NA	NA	NA	ccmG1
NC_016810.1	CDS	17867	19966	+	0.045114509	1.76	NA	0.068761891	-1.88	0.027976016	0.174355839	sl1344_0018	NA	NA	NA	SL1344_0018
NC_016810.1	CDS	2864337	2865956	-	0.111870762	1.76	NA	0.14869538	-0.56	0.597994455	0.818934346	sl1344_2676	NA	NA	NA	SL1344_2676
NC_016810.1	CDS	2106800	2107405	-	0.086987581	1.76	NA	0.119973698	0.35	0.725436874	0.888005289	cbie	NA	NA	NA	cbiE
NC_016810.1	CDS	2036793	2037005	-	0.04517333	1.76	NA	0.068816658	-2.22	0.011022873	0.099970391	cspb	NA	NA	NA	cspB
NC_016810.1	CDS	4456866	4457321	-	0.421265061	1.76	NA	NA	0.18	0.934656323	NA	sl1344_4151	NA	NA	NA	SL1344_4151
NC_016810.1	CDS	3411711	3412709	+	0.086462539	1.76	NA	0.11937733	-0.33	0.738613607	0.896328008	sl1344_3196	0.505138701	0.052748522	0.531610805	SL1344_3196
NC_016810.1	CDS	1114230	1114748	-	0.119173374	1.76	NA	0.157252085	-1.38	0.213432565	0.516395836	faba	-0.030170206	0.874711212	0.988871448	fabA
NC_016810.1	CDS	3863164	3864075	-	0.057230145	1.76	NA	0.084129059	-2.03	0.02341222	0.156066044	glyq	0.101761233	0.68963637	0.980552058	glyQ
NC_016810.1	CDS	2147330	2148229	+	0.079901687	1.76	NA	0.111769111	-0.34	0.733596339	0.893261869	hisg	NA	NA	NA	hisG
NC_016810.1	CDS	2885312	2885608	-	0.249526625	1.76	NA	0.295139019	-1.01	0.478464944	NA	sl1344_2705	NA	NA	NA	SL1344_2705
NC_016810.1	sRNA	139457	139729	+	0.169172927	1.76	NA	0.211847813	-1.27	0.289693627	0.593720365	srna11	NA	NA	NA	sRNA11
NC_016810.1	CDS	4163467	4164606	-	0.084366529	1.76	NA	0.116876992	0.57	0.577932663	0.810379077	hemy	0.041814673	0.847774055	0.988871448	hemY
NC_016810.1	CDS	2010759	2011184	-	0.086593647	1.76	NA	0.119540051	-2.13	0.032889854	0.192432745	yedd	NA	NA	NA	yedD
NC_016810.1	CDS	1778564	1779922	+	0.077564022	1.76	NA	0.10885755	0.19	0.849578379	0.944567385	trpc	NA	NA	NA	trpC
NC_016810.1	CDS	632728	633771	-	0.177676164	1.75	NA	0.220657993	0.96	0.454720409	NA	sl1344_0561	NA	NA	NA	SL1344_0561
NC_016810.1	CDS	3250231	3251310	-	0.067792744	1.75	NA	0.097309127	-2.02	0.034361357	0.19644213	fba	0.26728866	0.245770696	0.861158581	fba
NC_016810.1	CDS	2740873	2743968	-	0.042416916	1.75	NA	0.065090266	0.43	0.616754921	0.828485245	sl1344_2558	NA	NA	NA	SL1344_2558
NC_016810.1	CDS	2120759	2121034	+	0.37199208	1.75	NA	0.418949752	3.18	0.112808977	NA	pduj	NA	NA	NA	pduJ
NC_016810.1	CDS	2073535	2074125	+	0.039611479	1.75	NA	0.061390987	-1.71	0.042803515	0.223665775	sl1344_1968	-0.216470892	0.334984886	0.899157284	SL1344_1968
NC_016810.1	CDS	3648951	3650324	+	0.060560750000000003	1.75	NA	0.088198991	0.41	0.655164726	0.853891276	cysg	-0.029745571	0.904961496	0.990289457	cysG
NC_016810.1	CDS	779790	780524	+	0.085167568	1.75	NA	0.11785142	0.71	0.483075379	0.744704412	sl1344_0695	NA	NA	NA	SL1344_0695
NC_016810.1	CDS	2732413	2734785	-	0.072915608	1.75	NA	0.103428021	0.15	0.8805971	0.955372795	sl1344_2552	NA	NA	NA	SL1344_2552
NC_016810.1	CDS	2711709	2712260	-	0.124897943	1.75	NA	0.163699425	-1.15	0.298288897	0.599064276	sl1344_2530	NA	NA	NA	SL1344_2530
NC_016810.1	CDS	3520410	3521828	+	0.123283146	1.75	NA	0.161912343	-0.76	0.489542301	0.749365183	gltd	NA	NA	NA	gltD
NC_016810.1	CDS	4727849	4728853	-	0.065544085	1.75	NA	0.094418873	-0.53	0.572634758	0.806933143	sl1344_4395	NA	NA	NA	SL1344_4395
NC_016810.1	CDS	256272	256997	+	0.060620428	1.75	NA	0.088249881	0.06	0.948469591	0.98188462	pyrh	-0.139238365	0.524861862	0.95898052600000006	pyrH
NC_016810.1	CDS	801156	803957	+	0.063466791	1.74	NA	0.091865791	-1.84	0.050105978	0.244919652	suca	0.181000629	0.253719017	0.865346655	sucA
NC_016810.1	CDS	1477220	1477687	-	0.090261317	1.74	NA	0.123732079	-0.85	0.406975101	0.689463917	slyb	0.215143735	0.235720279	0.861158581	slyB
NC_016810.1	CDS	4081311	4082036	-	0.096665577	1.74	NA	0.131234723	-0.17	0.867314873	0.94905209	phou	NA	NA	NA	phoU
NC_016810.1	CDS	3015918	3016460	-	0.414191879	1.74	NA	0.459929921	-1.16	0.577706527	NA	hycf	NA	NA	NA	hycF
NC_017720.1	CDS	62925	63692	+	0.150209265	1.74	NA	0.191233249	-2.91	0.015445811	0.121300863	spva	NA	NA	NA	spvA
NC_016810.1	CDS	212482	213273	-	0.040232523	1.74	NA	0.062076181	0.96	0.254240303	0.560352594	panb	NA	NA	NA	panB
NC_016810.1	CDS	4189318	4190217	+	0.213130684	1.74	NA	0.257216854	-1.26	0.342973977	0.637910793	yigm	NA	NA	NA	yigM
NC_016810.1	CDS	3257113	3259059	-	0.031001574	1.74	NA	0.04976583	-0.19	0.817281069	0.931010691	tkta	-0.002339275	0.98997315	0.998273652	tktA
NC_016810.1	CDS	225973	226770	+	0.145247848	1.73	NA	0.186125244	0.97	0.412409377	0.691885714	fhuc	NA	NA	NA	fhuC
NC_016810.1	CDS	1423207	1426269	-	0.095460649	1.73	NA	0.12979425	-0.24	0.811122599	0.927901145	ttra	NA	NA	NA	ttrA
NC_016810.1	CDS	4456672	4456869	-	0.432387715	1.73	NA	NA	1.58	0.473046803	NA	sl1344_4150	NA	NA	NA	SL1344_4150
NC_016810.1	CDS	3628693	3630498	-	0.046268626	1.73	NA	0.070354519	1.05	0.226544714	0.530461934	kefb	NA	NA	NA	kefB
NC_016810.1	CDS	2502523	2503464	+	0.087601337	1.73	NA	0.12070945	-1.48	0.139805597	0.424259359	yfdc	NA	NA	NA	yfdC
NC_016810.1	CDS	3219939	3221456	-	0.058817598	1.72	NA	0.086121443	1.94	0.032805751	0.192258966	lyss	0.112962411	0.543623432	0.962120616	lysS
NC_016810.1	CDS	4705560	4706336	+	0.278749475	1.72	NA	0.32556264	-0.64	0.676631923	NA	sl1344_4373	NA	NA	NA	SL1344_4373
NC_016810.1	CDS	2646325	2648517	-	0.200809097	1.72	NA	0.244538687	-2.32	0.054840407	0.257269392	sinh	NA	NA	NA	sinH
NC_016810.1	CDS	1523952	1525241	-	0.114262233	1.72	NA	0.151632388	-1.46	0.150531142	0.440365603	clcb	NA	NA	NA	clcB
NC_016810.1	CDS	3870706	3871530	-	0.03808897	1.72	NA	0.059388506	2.29	0.005730864	0.069533108	bax	0.009372926	0.958525413	0.991822998	bax
NC_016810.1	CDS	393379	396546	-	0.226484065	1.71	NA	0.270867975	1.31	0.35463299	NA	sl1344_0346	NA	NA	NA	SL1344_0346
NC_016810.1	CDS	1011663	1013945	-	0.076765042	1.71	NA	0.107920929	0.68	0.480912222	0.742967115	pflb	0.407302347	0.014395855	0.265001258	pflB
NC_016810.1	CDS	2572528	2572827	-	0.248754878	1.71	NA	0.294380608	-1.9	0.159623619	NA	eutn	NA	NA	NA	eutN
NC_016810.1	CDS	716488	717483	-	0.083582604	1.71	NA	0.116058357	-2.23	0.020678295	0.145916085	sl1344_0642	NA	NA	NA	SL1344_0642
NC_016810.1	CDS	410999	412003	+	0.188088131	1.71	NA	0.23164322	-2.25	0.06344338	0.280380066	sl1344_0358	NA	NA	NA	SL1344_0358
NC_016810.1	CDS	2897350	2897577	+	0.439574383	1.71	NA	NA	0.72	0.744878271	NA	sl1344_2720	NA	NA	NA	SL1344_2720
NC_016810.1	sRNA	1562637	1562969	-	0.42031134	1.71	NA	NA	0.75	0.723584768	NA	stnc170	NA	NA	NA	STnc170
NC_016810.1	CDS	2169981	2171060	-	0.072775754	1.71	NA	0.103278367	0.19	0.841783617	0.941423547	rfbg	0.279618447	0.176907324	0.786061114	rfbG
NC_016810.1	CDS	2764947	2765417	-	0.298057638	1.71	NA	0.345030788	-0.81	0.600800872	NA	sl1344_2588	NA	NA	NA	SL1344_2588
NC_016810.1	CDS	560461	560913	-	0.105452209	1.71	NA	0.141376178	-1.23	0.220277536	0.523421014	sl1344_0493	NA	NA	NA	SL1344_0493
NC_016810.1	CDS	133829	133915	-	0.096730583	1.71	NA	0.131283457	0.12	0.904492066	0.967142729	leul	-0.102508452	0.657437661	0.978681937	leuL
NC_016810.1	CDS	3901816	3902499	+	0.403257035	1.71	NA	0.449280936	-1.79	0.358568466	NA	sl1344_3655	NA	NA	NA	SL1344_3655
NC_016810.1	CDS	4647541	4648005	+	0.403861203	1.71	NA	NA	0.27	0.894496298	NA	sgaa	NA	NA	NA	sgaA
NC_016810.1	CDS	3086336	3087763	+	0.216378295	1.71	NA	0.260791662	-0.86	0.510244545	NA	sl1344_2901	NA	NA	NA	SL1344_2901
NC_016810.1	CDS	1969195	1969839	-	0.031603325	1.71	NA	0.050602423	0.83	0.296799917	0.598211008	chez	0.026554343	0.892973285	0.989070004	cheZ
NC_016810.1	CDS	3582524	3583681	+	0.366734399	1.71	NA	0.413751629	0.87	0.638490466	NA	envc	NA	NA	NA	envC
NC_016810.1	CDS	4027697	4028059	-	0.065782326	1.7	NA	0.094694634	-0.83	0.362162725	0.653750152	sl1344_3772	0.176406052	0.382353683	0.929724271	SL1344_3772
NC_016810.1	CDS	695521	696474	-	0.128837259	1.7	NA	0.167969204	0.21	0.848303639	0.944567385	ybef	NA	NA	NA	ybeF
NC_016810.1	CDS	4261087	4261515	-	0.078467661	1.7	NA	0.109954684	-1.64	0.082090736	0.325181505	sl1344_3976	NA	NA	NA	SL1344_3976
NC_016810.1	sRNA	889560	889716	-	0.106270773	1.7	NA	0.142262152	-2.07	0.036797186	0.204602357	stnc970	NA	NA	NA	STnc970
NC_016810.1	sRNA	4448720	4448843	+	0.228163355	1.69	NA	0.272556966	-0.78	0.557225343	NA	stnc4100	NA	NA	NA	STnc4100
NC_016810.1	CDS	4647226	4647531	+	0.443845053	1.69	NA	NA	0.62	0.778543088	NA	sgab	NA	NA	NA	sgaB
NC_016810.1	CDS	1605748	1606389	-	0.051344474	1.69	NA	0.076778375	-1.15	0.179148204	0.477492606	fdni	-0.015690173	0.942437197	0.990619629	fdnI
NC_016810.1	CDS	2126451	2127806	+	0.410360763	1.69	NA	0.456128021	-1.75	0.373994747	NA	pdus	NA	NA	NA	pduS
NC_016810.1	CDS	1162526	1162693	+	0.217661803	1.69	NA	0.26184442	2.21	0.106404499	0.372112364	sl1344_1059	NA	NA	NA	SL1344_1059
NC_016810.1	CDS	4817210	4818046	+	0.188736601	1.69	NA	0.232251588	-0.18	0.885596622	NA	sl1344_4469	NA	NA	NA	SL1344_4469
NC_016810.1	CDS	2216364	2219444	+	0.12629116	1.69	NA	0.165117591	-0.02	0.987806888	0.995480321	sl1344_2105	NA	NA	NA	SL1344_2105
NC_016810.1	CDS	1162830	1163468	+	0.173860529	1.69	NA	0.216754937	-0.38	0.760076577	0.906561473	sl1344_1060	NA	NA	NA	SL1344_1060
NC_016810.1	CDS	3572086	3573345	+	0.071738571	1.68	NA	0.102079493	0.48	0.60537641	0.822365941	accc	0.403763034	0.057047247	0.547410814	accC
NC_016810.1	CDS	2151773	2152366	+	0.132255931	1.68	NA	0.171845073	0.06	0.96016304	0.985365434	hish	NA	NA	NA	hisH
NC_016810.1	CDS	1302693	1303340	+	0.190811833	1.68	NA	0.234403981	0.68	0.594087259	0.816983283	sl1344_1198	NA	NA	NA	SL1344_1198
NC_016810.1	CDS	2212000	2213241	+	0.108131751	1.68	NA	0.144367731	-0.06	0.951796284	0.982696598	sl1344_2103	NA	NA	NA	SL1344_2103
